5.82158, 1.08277, -3.40837
5.82158, 1.08277, -3.40837
5.82181, 1.08317, -3.40836
5.82176, 1.08284, -3.40855
5.82158, 1.08277, -3.40837
5.82158, 1.08277, -3.40837
5.82188, 1.08284, -3.40834
5.82188, 1.08284, -3.40834
5.82188, 1.08284, -3.40834
5.82188, 1.08284, -3.40834
5.82146, 1.08277, -3.40858
5.82188, 1.08284, -3.40834
5.82188, 1.08284, -3.40834
5.82188, 1.08284, -3.40834
5.82181, 1.08317, -3.40836
5.82188, 1.08284, -3.40834
5.82158, 1.08277, -3.40837
5.82188, 1.08284, -3.40834
5.82188, 1.08284, -3.40834
5.82188, 1.08284, -3.40834
5.82188, 1.08284, -3.40834
5.82188, 1.08284, -3.40834
5.82188, 1.08284, -3.40834
5.82188, 1.08284, -3.40834
5.82158, 1.08277, -3.40837
5.82158, 1.08277, -3.40837
5.82188, 1.08284, -3.40834
5.82188, 1.08284, -3.40834
5.82188, 1.08284, -3.40834
5.82188, 1.08284, -3.40834
5.82181, 1.08317, -3.40836
5.82174, 1.0835, -3.40838
5.82137, 1.08375, -3.40843
5.82166, 1.08382, -3.4084
5.82128, 1.08411, -3.40846
5.82158, 1.08418, -3.40843
5.8215, 1.08451, -3.40845
5.82152, 1.08448, -3.40844
5.82145, 1.0848, -3.40846
5.82137, 1.08513, -3.40848
5.82076, 1.08643, -3.40862
5.82092, 1.08712, -3.40861
5.81925, 1.09462, -3.40907
5.81703, 1.10443, -3.40968
5.81593, 1.10795, -3.40993
5.81163, 1.12823, -3.41111
5.81118, 1.13018, -3.41123
5.80399, 1.16177, -3.41285
5.80327, 1.16434, -3.4132
5.79363, 1.205, -3.41547
5.78429, 1.24398, -3.41733
5.78256, 1.25048, -3.41788
5.78151, 1.25473, -3.41811
5.76691, 1.31275, -3.42097
5.7531, 1.36588, -3.42342
5.74926, 1.3804, -3.42405
5.73216, 1.44402, -3.42647
5.72927, 1.45405, -3.42708
5.71158, 1.51686, -3.42938
5.68686, 1.6013, -3.43207
5.68532, 1.60643, -3.43222
5.65793, 1.69572, -3.43453
5.65381, 1.70881, -3.43483
5.65199, 1.71456, -3.43495
5.62149, 1.80778, -3.43672
5.59601, 1.88433, -3.43767
5.58905, 1.90322, -3.4381
5.56101, 1.98278, -3.4386
5.55375, 2.00293, -3.43866
5.51561, 2.10522, -3.43893
5.48012, 2.19503, -3.43904
5.48012, 2.19503, -3.43904
5.46362, 2.23649, -3.43907
5.43174, 2.31241, -3.43936
5.39225, 2.40181, -3.44023
5.38303, 2.42208, -3.44045
5.34477, 2.50407, -3.44141
5.3347, 2.52443, -3.44166
5.29444, 2.60674, -3.44247
5.28409, 2.62733, -3.44272
5.23784, 2.71614, -3.44399
5.23053, 2.72965, -3.44441
5.17819, 2.82438, -3.44712
5.11926, 2.92326, -3.4522
5.11524, 2.92976, -3.45266
5.06591, 3.00732, -3.4587
5.05306, 3.0266, -3.46068
4.98676, 3.12184, -3.47174
4.93085, 3.19764, -3.48307
4.92547, 3.20409, -3.48427
4.91651, 3.21546, -3.48645
4.83765, 3.31219, -3.50616
4.78204, 3.37649, -3.52107
4.76099, 3.39956, -3.52739
4.69766, 3.46615, -3.54745
4.68128, 3.48272, -3.55287
4.59832, 3.56157, -3.58291
4.52987, 3.62197, -3.60946
4.52447, 3.62653, -3.61166
4.51283, 3.63645, -3.61624
4.42363, 3.70793, -3.65368
4.34961, 3.76286, -3.68625
4.33063, 3.77641, -3.69472
4.25428, 3.82871, -3.72988
4.23455, 3.8413, -3.73893
4.14892, 3.89421, -3.77997
4.13514, 3.90227, -3.78676
4.04616, 3.95224, -3.83079
4.03193, 3.95986, -3.83792
3.92546, 4.01368, -3.89201
3.816, 4.06389, -3.94835
3.72585, 4.10252, -3.99423
3.70343, 4.11161, -4.00572
3.58849, 4.15567, -4.06445
3.49457, 4.18802, -4.11279
3.463, 4.19817, -4.12911
3.33202, 4.23768, -4.19559
3.30732, 4.24448, -4.20823
3.21478, 4.26854, -4.25494
3.11228, 4.29264, -4.30581
3.08625, 4.29778, -4.31861
2.97881, 4.31882, -4.37038
2.94316, 4.32485, -4.38737
2.80543, 4.34496, -4.45183
2.66754, 4.35838, -4.51462
2.66754, 4.35838, -4.51462
2.52744, 4.36262, -4.5775
2.38476, 4.36075, -4.64016
2.38476, 4.36075, -4.64016
2.24355, 4.35031, -4.70308
2.11834, 4.33524, -4.75879
2.0995, 4.33288, -4.76678
1.98249, 4.31664, -4.81564
1.95372, 4.3121, -4.82756
1.81716, 4.28803, -4.88121
1.80721, 4.28651, -4.88484
1.65987, 4.2561, -4.94003
1.65987, 4.2561, -4.94003
1.50394, 4.2183, -4.9972
1.39964, 4.18978, -5.03464
1.36051, 4.17871, -5.04878
1.24856, 4.14189, -5.09031
1.22119, 4.13217, -5.10049
1.11528, 4.08955, -5.14087
1.08877, 4.0785, -5.15068
0.9859, 4.03069, -5.19034
0.96024, 4.01821, -5.19989
0.83569, 3.95072, -5.24795
0.73992, 3.89263, -5.28512
0.71592, 3.87768, -5.29424
0.61464, 3.80905, -5.3344
0.59087, 3.79283, -5.3432
0.49466, 3.71991, -5.38174
0.48009, 3.70821, -5.38765
0.39549, 3.63759, -5.42198
0.37432, 3.61908, -5.43051
0.29363, 3.54334, -5.4649
0.27383, 3.52361, -5.47337
0.19782, 3.44388, -5.50828
0.17981, 3.42354, -5.51723
0.09091, 3.31789, -5.56245
0.01757, 3.22292, -5.60383
0.00078, 3.20082, -5.61348
-0.06706, 3.10233, -5.65667
-0.07658, 3.08766, -5.66306
-0.14772, 2.97201, -5.71457
-0.21074, 2.86225, -5.76541
-0.21934, 2.84625, -5.77301
-0.27654, 2.73256, -5.82525
-0.32129, 2.62992, -5.87003
-0.33589, 2.59392, -5.88521
-0.37742, 2.48599, -5.92911
-0.38625, 2.45655, -5.9408
-0.42229, 2.34287, -5.98411
-0.43145, 2.31549, -5.9941
-0.45977, 2.19576, -6.036901
-0.46582, 2.16559, -6.04733
-0.48571, 2.04157, -6.08904
-0.49064, 2.01172, -6.09829
-0.50762, 1.85621, -6.14603
-0.51426, 1.72848, -6.1829
-0.51576, 1.68716, -6.19418
-0.51511, 1.55836, -6.22788
-0.51383, 1.52581, -6.23604
-0.50565, 1.39703, -6.26709
-0.50297, 1.3654, -6.27427
-0.48841, 1.23759, -6.30187
-0.48352, 1.20549, -6.30847
-0.46104, 1.07767, -6.3335
-0.45445, 1.04568, -6.33934
-0.42295, 0.9088, -6.36284
-0.41787, 0.88764, -6.3659
-0.38097, 0.75434, -6.38564
-0.32462, 0.58418, -6.40655
-0.32462, 0.58418, -6.40655
-0.26885, 0.43631, -6.4209
-0.26885, 0.43631, -6.4209
-0.20796, 0.28177, -6.43391
-0.15492, 0.15042, -6.4451
-0.10652, 0.03447, -6.45435
-0.09571, 0.00863, -6.45645
-0.04838, -0.10048, -6.4657
-0.0413, -0.1171, -6.46679
0.00221, -0.21583, -6.47439
0.01189, -0.23779, -6.47572
0.04775, -0.318, -6.48132
0.0588, -0.34265, -6.48287
0.08946, -0.40869, -6.48816
0.09634, -0.42391, -6.48919
0.12663, -0.48956, -6.49298
0.14763, -0.53498, -6.49499
0.15169, -0.54405, -6.4952
0.1661, -0.57603, -6.49603
0.16923, -0.5835, -6.4958
