1.12416, -2.87205, -7.66441
1.12433, -2.87189, -7.66444
1.12416, -2.87205, -7.66441
1.12416, -2.87205, -7.66441
1.1242, -2.87207, -7.66422
1.12405, -2.87189, -7.66449
1.12388, -2.87205, -7.66445
1.12416, -2.87205, -7.66441
1.12416, -2.87205, -7.66441
1.12416, -2.87205, -7.66441
1.12405, -2.87189, -7.66449
1.12433, -2.87189, -7.66444
1.12416, -2.87205, -7.66441
1.12416, -2.87205, -7.66441
1.12433, -2.87189, -7.66444
1.12433, -2.87189, -7.66444
1.12433, -2.87189, -7.66444
1.12433, -2.87189, -7.66444
1.12416, -2.87205, -7.66441
1.12433, -2.87189, -7.66444
1.1242, -2.87163, -7.66456
1.12392, -2.87163, -7.6646
1.1242, -2.87163, -7.66456
1.12383, -2.87085, -7.6649
1.12383, -2.87085, -7.6649
1.12351, -2.86966, -7.6654
1.1227, -2.86743, -7.66635
1.1227, -2.86743, -7.66635
1.12233, -2.86665, -7.6667
1.11898, -2.85856, -7.67021
1.11553, -2.84869, -7.67438
1.11476, -2.8456, -7.67581
1.11049, -2.83036, -7.68207
1.10887, -2.82599, -7.68391
1.1055, -2.80498, -7.69209
1.10474, -2.79929, -7.69427
1.10474, -2.79929, -7.69427
1.1041, -2.76634, -7.70627
1.10534, -2.72881, -7.71963
1.1058, -2.72302, -7.72144
1.10905, -2.6801, -7.73598
1.11428, -2.61605, -7.75712
1.11468, -2.61184, -7.75848
1.11468, -2.61184, -7.75848
1.12146, -2.54167, -7.78095
1.12793, -2.47103, -7.80291
1.12925, -2.45323, -7.80833
1.13742, -2.35815, -7.83656
1.14405, -2.27624, -7.85978
1.14423, -2.26862, -7.86196
1.14565, -2.25506, -7.86565
1.15465, -2.13622, -7.89762
1.16125, -2.04156, -7.92148
1.16343, -2.01726, -7.92756
1.17061, -1.90961, -7.95312
1.17219, -1.88427, -7.95893
1.18086, -1.75364, -7.98745
1.18702, -1.64415, -8.00996
1.18779, -1.63445, -8.01166
1.1884, -1.61623, -8.01527
1.19635, -1.46326, -8.04342
1.20189, -1.34621, -8.06302
1.20312, -1.31701, -8.06765
1.20312, -1.31701, -8.06765
1.2081, -1.15809, -8.09142
1.21052, -1.03782, -8.10736
1.21101, -1.00765, -8.11109
1.21293, -0.86818, -8.12692
1.21264, -0.848, -8.12909
1.21288, -0.70795, -8.14245
1.21267, -0.69828, -8.14331
1.21098, -0.55071, -8.15487
1.20852, -0.4336, -8.1623
1.20791, -0.4042, -8.163899
1.20484, -0.28823, -8.169271
1.20392, -0.25898, -8.17039
1.19971, -0.13477, -8.174
1.19845, -0.1159, -8.17447
1.19256, 0.02666, -8.176109
1.1888, 0.13989, -8.17551
1.18775, 0.16771, -8.17513
1.18242, 0.31709, -8.17164
1.17877, 0.42838, -8.16693
1.17729, 0.4659, -8.165091
1.17298, 0.57679, -8.15879
1.17157, 0.60399, -8.15686
1.16553, 0.72228, -8.1481
1.16461, 0.74077, -8.14657
1.15902, 0.85002, -8.1367
1.15702, 0.88605, -8.133141
1.15164, 0.99462, -8.12134
1.15022, 1.02185, -8.11816
1.1452, 1.13772, -8.103439
1.14406, 1.16461, -8.09995
1.13787, 1.29735, -8.08046
1.13332, 1.40158, -8.06368
1.13231, 1.42736, -8.05929
1.12749, 1.53017, -8.04108
1.12624, 1.55561, -8.03638
1.11947, 1.6655, -8.01527
1.11905, 1.68235, -8.01181
1.11114, 1.79883, -7.98774
1.11083, 1.80668, -7.98584
1.10241, 1.92962, -7.9582
1.10241, 1.92962, -7.9582
1.09358, 2.05038, -7.92917
1.09253, 2.05846, -7.92722
1.08309, 2.17694, -7.89698
1.0756, 2.26991, -7.87161
1.07382, 2.29309, -7.86514
1.06521, 2.40706, -7.83218
1.05779, 2.49765, -7.80478
1.05621, 2.51969, -7.7979
1.05621, 2.51969, -7.7979
1.0477, 2.63113, -7.76216
1.04069, 2.71962, -7.73255
1.03892, 2.74145, -7.72507
1.03215, 2.82826, -7.69463
1.0306, 2.8499, -7.68685
1.02331, 2.9351, -7.6557
1.01534, 3.03955, -7.61572
1.01534, 3.03955, -7.61572
1.00692, 3.14217, -7.57508
1.00453, 3.16867, -7.56418
0.9975899, 3.24997, -7.53053
0.99594, 3.27017, -7.52199
0.98833, 3.34941, -7.48788
0.98684, 3.36239, -7.48207
0.97736, 3.45294, -7.44179
0.97563, 3.46581, -7.43603
0.96627, 3.5525, -7.39605
0.96575, 3.55843, -7.39327
0.9577, 3.65322, -7.347589
0.95134, 3.73696, -7.30526
0.94414, 3.8192, -7.26317
0.93572, 3.88764, -7.22768
0.93493, 3.89272, -7.22505
0.93348, 3.90303, -7.21967
0.92374, 3.97713, -7.18037
0.91597, 4.03414, -7.14931
0.91377, 4.04834, -7.14175
0.90544, 4.1024, -7.11171
0.90289, 4.11521, -7.10444
0.89323, 4.16916, -7.07395
0.89109, 4.18039, -7.06722
0.88418, 4.22408, -7.0413
0.88243, 4.23778, -7.03289
0.87735, 4.28171, -7.00533
0.87367, 4.31669, -6.9814
0.8727599, 4.3241, -6.97634
0.86927, 4.35216, -6.95504
0.86837, 4.359, -6.9497
0.86791, 4.36109, -6.94787
0.86204, 4.39181, -6.9214
0.8555501, 4.41532, -6.89997
0.85425, 4.41893, -6.89644
0.84588, 4.44205, -6.87369
0.84349, 4.44676, -6.86856
0.83417, 4.46601, -6.84802
0.83159, 4.47091, -6.84274
0.81827, 4.49357, -6.81561
0.8077199, 4.50814, -6.7957
0.80624, 4.51022, -6.79267
0.80567, 4.51104, -6.79117
0.79387, 4.52629, -6.76852
0.78598, 4.53572, -6.75305
0.78406, 4.53839, -6.74921
0.77812, 4.54523, -6.73702
0.7773, 4.54637, -6.7347
